Barcode_ID,Product_Name,Kalori_100g (Kcal),Ingredients
8697404070573,4U KOLA 250 ML,40.0,"Su, Şeker veya Fruktoz Şurubu, Karbondioksit, Renklendirici (Karamel E150d), Asitliği Düzenleyici (Fosforik Asit), Doğal Aroma Vericiler, Kafein"
8693883012004,5 YILDIZ KANGAL SUCUK 250 GR-% 100,300.0,"Et Karışımı (Dana/Piliç), Dana Yağı, Tuz, Baharat Karışımı, Sarımsak, Stabilizör, Antioksidan (Askorbik Asit), Koruyucu (Sodyum Nitrit E250)"
8693883011144,5 YILDIZ SALAM 1 KG,300.0,"Et Karışımı (Dana/Piliç), Dana Yağı, Tuz, Baharat Karışımı, Sarımsak, Stabilizör, Antioksidan (Askorbik Asit), Koruyucu (Sodyum Nitrit E250)"
8693883010260,5 YILDIZ SOSİS 500 GR KÜVET,300.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8695471123925,500GR OBAÇAY FILIZ,0.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8695471123956,500GR OBAÇAYBERGAMI,0.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8691585900094,500GR ORNET ÇAY,0.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8692971000916,500ml halk süt,60.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8699443800142,5kg SUNY AYÇIÇEK YAG,884.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8699015750417,5LT ABANT SU,0.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8690690900050,5LT AROMA SU,0.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8697406610050,5LT BAYKAL SU,0.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8697434520048,5LT EFEM SU,0.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8691020005155,5lt KRISTAL SU,0.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8699383470085,5LT NIDA SU,0.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8690637577178,A.CORNETTO INLOVE 130ML*24 ÇİKOLATA VANİLYA,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
869637059223,A.MAGNUM 110ML*20 DOUBLE ÇİKOLATA,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690637647116,A.MAGNUM 110ML*20 DOUBLE ÇİKOLATA,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690637009662,A.VIENNETTA 800ML*6 ÇİKOLATA VANİLYA,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690703008896,ABC SIZMA ZEYTİN YAGI 1 LT,884.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8690703101788,abc siyag zeytin 1 kg,884.0,"Siyah/Yeşil Zeytin, Su, Tuz, Asitliği Düzenleyici (Laktik Asit), Sertleştirici (Kalsiyum Klorür)"
8690703008919,ABC Z. YAGI 5 KG,884.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8697460640475,ADADERYA DİLİMLİ KAŞAR PEYNİR 1500GR,300.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8697407141058,ADADERYA TEREYAĞ 1KG,884.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8694175000624,ADEMOĞLU ÇİLEK REÇELİ 700 GR,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8694175000662,ADEMOĞLU KAYISI REÇELİ 700 GR.,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8694175000655,ADEMOĞLU VİŞNE REÇELİ 700 GR,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8698703020481,AGIVA 50 ML BADEM YAGI,884.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8692922292971,AKBEL 500 GR VAKUMLU SIYAH ZEYTIN 291-320 KLB,150.0,"Siyah/Yeşil Zeytin, Su, Tuz, Asitliği Düzenleyici (Laktik Asit), Sertleştirici (Kalsiyum Klorür)"
8692922290076,AKBEL SUT 1000 ML Y.YAGLI,884.0,Pastörize / UHT İnek Sütü
8694402015889,AKCAOGLU RECEL 5 KG AHUDUDU,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8694402015865,AKCAOGLU RECEL 5 KG CILEK,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8694402007020,AKCAOGLU RECEL 5 KG INCIR,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8694402015872,AKCAOGLU RECEL 5 KG KAYISI,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8694402015858,AKCAOGLU RECEL 5 KG VISNE,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8694402007037,AKCAOGLU RECEL GUL 5 KG,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8694402015018,AKCAOGLU RECEL VISNE 380GR,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8694402015223,AKÇAOĞLU 800 GR ÇİLEK REÇELİ,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8694402015230,AKÇAOĞLU 800 GR KAYISI REÇELİ,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8694402015421,AKÇAOĞLU ÇİLEK REÇEL 1300GR,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8694402015070,AKÇAOĞLU İNCİR REÇELİ 380 GR,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8691628041012,AKDENIZ HELLIM PEYNIRI 250 GR,300.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8693593118317,AKMINA C VIT.SODA 200ML,0.0,"Doğal Zengin Mineralli Su, Karbondioksit (Meyveli ise: Şeker, Doğal Meyve Aroması, Sitrik Asit)"
8693593115644,AKMINA LIMONLU SODA 200ML,0.0,"Doğal Zengin Mineralli Su, Karbondioksit (Meyveli ise: Şeker, Doğal Meyve Aroması, Sitrik Asit)"
8693593118454,AKMINA SODA 200ML,0.0,"Doğal Zengin Mineralli Su, Karbondioksit (Meyveli ise: Şeker, Doğal Meyve Aroması, Sitrik Asit)"
8693593118294,AKMINA SODA LIMON C VITAMINLI 6X200ML,45.0,"Doğal Zengin Mineralli Su, Karbondioksit (Meyveli ise: Şeker, Doğal Meyve Aroması, Sitrik Asit)"
8693593115668,AKMİNA SODA 200 ML.PORTAKAL,0.0,"Doğal Zengin Mineralli Su, Karbondioksit (Meyveli ise: Şeker, Doğal Meyve Aroması, Sitrik Asit)"
8695077002754,AKNAZ BEYAZ PEYNİR 750 GR,300.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8699141011802,ALA TURKA 31GR KEK KURABIYE CIKOLATA PARCALI,451.6,"Buğday Unu (Glüten), Şeker, Bitkisel Yağ (Palm, Ayçiçek, Pamuk, Kanola), Nişasta, Kabartıcılar (Amonyum Bikarbonat, Sodyum Bikarbonat), Aroma Vericiler, Tuz, Emülgatör (Soya Lesitini)"
8680876470002,ALBA YAGI 10 KG,884.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8698686820191,ALEM CAY TIRYAKI 1 KG,0.0,%100 Siyah Çay Yaprakları
8699443800081,ALFA AYCICEKYAGI 18LT,884.0,%100 Rafine Ayçiçek Yağı
8690637546532,ALGIDA C.DOR SUTLU-CIK 1 LT 26508,60.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8690637003691,ALGIDA CDO 900 ML SELECTION CIKOLATA KARNAVALI,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690637400025,ALGIDA CDO CLASSIC 1 LT SUTLU CIKOLATA,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690637534614,ALGIDA CORNETTO 120 ML CIKOLATA,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690637684401,ALGIDA CORNETTO 120 ML CIKOLATA,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690637623424,ALGIDA CORNETTO INLOVE 125 ML CIKOLATA VANILYA,449.6,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690637605871,ALGIDA CORNETTO INLOVE 125 ML KARAMEL CIKOLATA,449.6,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690637560811,ALGIDA MAGNUM 110 ML DOUBLE CIKOLATA,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690637588891,ALGIDA MARAS USULU 750 GR SADE - CIKOLATA,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690637550669,ALGIDA SUPER CORNETTO DISK 160 ML ANTEP CIKOLATA,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690637074707,ALGIDA SUPER CORNETTO DISK 160 ML CIKOLATA,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690637642104,ALGIDA SUPER CORNETTO DISK 160 ML CIKOLATA,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690637706066,ALGIDA VIENNETTA CIKOLATA VANILYA 585 ML 3493,449.9,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8009470003018,ALICE 415 GR BALIKLI KEDI MAMASI,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8697464510033,ALP TOZ ŞEKER 1 KG,387.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8697464510095,ALP TOZ ŞEKER 2 KG,387.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8697464510057,ALP TOZ ŞEKER 5 KG,387.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8690504089407,ALPELLA 3 GEN GOFRET 35GR*24 BEYAZ,40.0,"Buğday Unu (Glüten), Şeker, Bitkisel Yağ (Palm, Ayçiçek, Pamuk, Kanola), Nişasta, Kabartıcılar (Amonyum Bikarbonat, Sodyum Bikarbonat), Aroma Vericiler, Tuz, Emülgatör (Soya Lesitini)"
8690504089759,ALPELLA 3GEN CIKOLATALI GOFRET 32 GR BEYAZ M897-05,43.8,"Buğday Unu (Glüten), Şeker, Bitkisel Yağ (Palm, Ayçiçek, Pamuk, Kanola), Nişasta, Kabartıcılar (Amonyum Bikarbonat, Sodyum Bikarbonat), Aroma Vericiler, Tuz, Emülgatör (Soya Lesitini)"
8690504089308,ALPELLA 3GEN CIKOLATALI GOFRET 36 GR (893),38.9,"Buğday Unu (Glüten), Şeker, Bitkisel Yağ (Palm, Ayçiçek, Pamuk, Kanola), Nişasta, Kabartıcılar (Amonyum Bikarbonat, Sodyum Bikarbonat), Aroma Vericiler, Tuz, Emülgatör (Soya Lesitini)"
86950504089377,ALPELLA 3GEN CIKOLATALI GOFRET 36 GR (893),38.9,"Buğday Unu (Glüten), Şeker, Bitkisel Yağ (Palm, Ayçiçek, Pamuk, Kanola), Nişasta, Kabartıcılar (Amonyum Bikarbonat, Sodyum Bikarbonat), Aroma Vericiler, Tuz, Emülgatör (Soya Lesitini)"
8690504089315,ALPELLA 3GEN CIKOLATALI GOFRET 36 GR FINDIKLI M.P,38.9,"Buğday Unu (Glüten), Şeker, Bitkisel Yağ (Palm, Ayçiçek, Pamuk, Kanola), Nişasta, Kabartıcılar (Amonyum Bikarbonat, Sodyum Bikarbonat), Aroma Vericiler, Tuz, Emülgatör (Soya Lesitini)"
8690504089384,ALPELLA 3GEN GOFRET 32 GR BEYAZ CIKOLATALI 897-05,43.8,"Buğday Unu (Glüten), Şeker, Bitkisel Yağ (Palm, Ayçiçek, Pamuk, Kanola), Nişasta, Kabartıcılar (Amonyum Bikarbonat, Sodyum Bikarbonat), Aroma Vericiler, Tuz, Emülgatör (Soya Lesitini)"
8690504089377,ALPELLA 3GEN GOFRET 34 GR CIKOLATALI 893-7,41.2,"Buğday Unu (Glüten), Şeker, Bitkisel Yağ (Palm, Ayçiçek, Pamuk, Kanola), Nişasta, Kabartıcılar (Amonyum Bikarbonat, Sodyum Bikarbonat), Aroma Vericiler, Tuz, Emülgatör (Soya Lesitini)"
8690504158134,ALPELLA BATON 40 GR-SÜTLÜ,60.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8690504083504,ALPELLA BİSKÜVİ 50 GR 2 RENK,450.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8690504126317,ALPELLA FIN.KREMASI 650 GR.,450.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8690504126003,ALPELLA FINDIK KREMASI 500 GR,450.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8690504126201,ALPELLA FINDIK KREMASI 500 GR KAKAOLU,450.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8690504158097,ALPELLA KARE ÇİKOLATA 60 GR-FINDK,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690504158196,ALPELLA KARE ÇİKOLATA 60 GR-H CEV,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690504059806,ALPELLA KEK 35 GR-ÇİKOLATALI,451.4,"Buğday Unu (Glüten), Şeker, Bitkisel Yağ (Palm, Ayçiçek, Pamuk, Kanola), Nişasta, Kabartıcılar (Amonyum Bikarbonat, Sodyum Bikarbonat), Aroma Vericiler, Tuz, Emülgatör (Soya Lesitini)"
8690504056812,ALPELLA KEK 35 GR-SÜTLÜ,60.0,"Buğday Unu (Glüten), Şeker, Bitkisel Yağ (Palm, Ayçiçek, Pamuk, Kanola), Nişasta, Kabartıcılar (Amonyum Bikarbonat, Sodyum Bikarbonat), Aroma Vericiler, Tuz, Emülgatör (Soya Lesitini)"
8690504056683,ALPELLA KEK 40 GR-ÇİKOLATALI,450.0,"Buğday Unu (Glüten), Şeker, Bitkisel Yağ (Palm, Ayçiçek, Pamuk, Kanola), Nişasta, Kabartıcılar (Amonyum Bikarbonat, Sodyum Bikarbonat), Aroma Vericiler, Tuz, Emülgatör (Soya Lesitini)"
8690504056867,ALPELLA KEK 40 GR-SÜTLÜ,60.0,"Buğday Unu (Glüten), Şeker, Bitkisel Yağ (Palm, Ayçiçek, Pamuk, Kanola), Nişasta, Kabartıcılar (Amonyum Bikarbonat, Sodyum Bikarbonat), Aroma Vericiler, Tuz, Emülgatör (Soya Lesitini)"
8690504126379,ALPELLA KREMA 400GR,450.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8690504130567,ALPELLA ONE ÇİKOLATA 40 GR,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690504463931,ALPELLA PUDING 100 GR CIKOLATALI,450.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8690504133148,ALPELLA RULO ÇİKOLATA 10 AD 50 GR,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690504133186,ALPELLA RULO ÇİKOLATA 10 AD 50 GR,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690504133131,ALPELLA RULO ÇİKOLATA 49 GR-HİND,449.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690504133117,ALPELLA RULO ÇİKOLATA 49 GR-PORT,449.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8692971024158,ALPELLA SUT 200 ML CIKOLATALI,450.0,Pastörize / UHT İnek Sütü
8692971414591,ALPELLA SÜT ŞİŞE 250ML ÇİKOLATALI,450.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8690504145004,ALPELLA SÜT.ÇİKOLATA 30 GR.,450.0,"Şeker, Kakao Yağı, Kakao Kitlesi, Tam Yağlı Süt Tozu, Peyniraltı Suyu Tozu, Kakao Tozu, Emülgatör (Soya Lesitini), Aroma Verici (Vanilin)"
8690504089544,ALPELLA ÜÇGEN GOFRET 36 GR-BİTTER,450.0,"Buğday Unu (Glüten), Şeker, Bitkisel Yağ (Palm, Ayçiçek, Pamuk, Kanola), Nişasta, Kabartıcılar (Amonyum Bikarbonat, Sodyum Bikarbonat), Aroma Vericiler, Tuz, Emülgatör (Soya Lesitini)"
8690504025719,ALPELLE KARE SÜTLÜ ÇİKO.60 GR.,60.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
5411188543398,ALPRO 1 LT SOYA SUT %100 TATLANDIRILMAMIS,60.0,Pastörize / UHT İnek Sütü
5411188543381,ALPRO 1 LT SOYA SUT %100 TATLANDIRILMIS,60.0,Pastörize / UHT İnek Sütü
8697442370017,ALSÜT YOĞURT 2000 GR-KOVA,60.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8696540001236,ALTIN ARI PIRINC UNU 250 GR,350.0,%100 Bakliyat / Tahıl
8692886010109,ALTINKILIC EZINE DILIMLI KECI PEYNIRI 525 GR,300.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8692886830028,ALTINKILIC EZINE DILIMLI KOYUN PEYNIRI 525 GR,300.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8692886110007,ALTINKILIC EZINE KLASIK INEK PEYNIRI 525GR,300.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8692886317710,ALTINKILIC EZINE KLASIK INEK PEYNIRI 600 GR,300.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8692886312616,ALTINKILIC IZMIR TULUM PEYNIRI 300GR,300.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
8692886311312,ALTINKILIC KEFIRIX BALLI-MUZLU 250 ML,280.0,Bilinmiyor (Görüntü İşleme ile Taranacak)
